rmse,bias,coverage,rank_corr,method,scenario,replication,inconsistency_detected,high_freq_ratio
0.07770616453336991,-0.07446928560941962,1.0,1.0,S-NMA,Baseline,7,False,0.2354597067287392
0.04651481330462646,0.007402698805322287,1.0,1.0,Standard_NMA,Baseline,8,,
0.04722765861095699,0.00917266618737278,1.0,1.0,E-NMA,Baseline,8,,
0.04651481330462646,0.007402698805322287,1.0,1.0,S-NMA,Baseline,8,False,0.1027113764855425
0.14301927492102248,-0.13241696698184063,0.25,1.0,Standard_NMA,Baseline,9,,
0.14301927492102248,-0.13241696698184063,0.25,1.0,E-NMA,Baseline,9,,
0.14301927492102248,-0.13241696698184063,0.25,1.0,S-NMA,Baseline,9,False,0.18889837640301702
0.04458858593397464,0.03904350311048,1.0,1.0,Standard_NMA,Baseline,10,,
0.024129448388235233,0.018248673317850864,1.0,1.0,E-NMA,Baseline,10,,
0.04458858593397464,0.03904350311048,1.0,1.0,S-NMA,Baseline,10,False,0.2900175545078247
0.06638412566536973,0.06605955548734702,1.0,1.0,Standard_NMA,Baseline,11,,
0.06612653820543206,0.06580232113679424,1.0,1.0,E-NMA,Baseline,11,,
0.06638412566536973,0.06605955548734702,1.0,1.0,S-NMA,Baseline,11,False,0.3008569896252634
0.10718931149653976,0.091792226718952,0.75,1.0,Standard_NMA,Baseline,12,,
0.1252052294804027,0.10988307026335237,0.75,1.0,E-NMA,Baseline,12,,
0.10718931149653976,0.091792226718952,0.75,1.0,S-NMA,Baseline,12,False,0.39885290681349306
0.049255999266069925,-0.028664963408085137,1.0,1.0,Standard_NMA,Baseline,13,,
0.05371546465520498,-0.03624818956231407,1.0,1.0,E-NMA,Baseline,13,,
0.049255999266069925,-0.028664963408085137,1.0,1.0,S-NMA,Baseline,13,False,0.2889809801870397
0.06520216703660488,0.058019886386952726,1.0,1.0,Standard_NMA,Baseline,14,,
0.07200213146384944,0.06343123568735842,1.0,1.0,E-NMA,Baseline,14,,
0.06520216703660488,0.058019886386952726,1.0,1.0,S-NMA,Baseline,14,False,0.32855920071796646
0.021628102093383242,0.008782883387331991,1.0,1.0,Standard_NMA,Baseline,15,,
0.021628102093383242,0.008782883387331991,1.0,1.0,E-NMA,Baseline,15,,
0.021628102093383242,0.008782883387331991,1.0,1.0,S-NMA,Baseline,15,False,0.28010272014061455
0.07037625746908628,-0.038139398783894204,1.0,0.7999999999999999,Standard_NMA,Baseline,16,,
0.07493758299654747,-0.03891030387706752,1.0,0.7999999999999999,E-NMA,Baseline,16,,
0.07037625746908628,-0.038139398783894204,1.0,0.7999999999999999,S-NMA,Baseline,16,False,0.25547372599126195
0.09911052283632855,0.0029939190421716944,1.0,0.39999999999999997,Standard_NMA,Baseline,17,,
0.09905888235338599,0.0020514300953739517,1.0,0.19999999999999998,E-NMA,Baseline,17,,
0.09911052283632855,0.0029939190421716944,1.0,0.39999999999999997,S-NMA,Baseline,17,False,0.2914345794607477
0.0845146298011906,-0.07025969342421674,1.0,0.7999999999999999,Standard_NMA,Baseline,18,,
0.0845146298011906,-0.07025969342421674,1.0,0.7999999999999999,E-NMA,Baseline,18,,
0.0845146298011906,-0.07025969342421674,1.0,0.7999999999999999,S-NMA,Baseline,18,False,0.240315762534527
0.05841401246181616,0.05608669474154396,1.0,1.0,Standard_NMA,Baseline,19,,
0.04298317284646953,0.03947230347179741,1.0,1.0,E-NMA,Baseline,19,,
0.05841401246181616,0.05608669474154396,1.0,1.0,S-NMA,Baseline,19,False,0.31107544214702587
0.0594786417310853,0.03529825462577586,1.0,1.0,Standard_NMA,Baseline,20,,
0.0632882871801143,0.05023177071175759,1.0,1.0,E-NMA,Baseline,20,,
0.0594786417310853,0.03529825462577586,1.0,1.0,S-NMA,Baseline,20,False,0.339785303625906
0.13777924534644592,0.13309530452814194,0.5,1.0,Standard_NMA,Baseline,21,,
0.13900246450396486,0.13262783395952224,0.5,1.0,E-NMA,Baseline,21,,
0.13777924534644592,0.13309530452814194,0.5,1.0,S-NMA,Baseline,21,False,0.4155154820182866
0.0363091742923562,-0.01551936009280841,1.0,1.0,Standard_NMA,Baseline,22,,
0.034760803344857594,-0.008551241292345302,1.0,1.0,E-NMA,Baseline,22,,
0.0363091742923562,-0.01551936009280841,1.0,1.0,S-NMA,Baseline,22,False,0.03150703447315272
0.05140397377381368,0.04729699869239279,1.0,1.0,Standard_NMA,Baseline,23,,
0.06223463149244175,0.055661412399216105,1.0,1.0,E-NMA,Baseline,23,,
0.05140397377381368,0.04729699869239279,1.0,1.0,S-NMA,Baseline,23,False,0.11792455505779134
0.12646395916101455,-0.10741416783341967,0.75,1.0,Standard_NMA,Baseline,24,,
0.14300380355997128,-0.12338362448760642,0.75,1.0,E-NMA,Baseline,24,,
0.12646395916101455,-0.10741416783341967,0.75,1.0,S-NMA,Baseline,24,False,0.12219369456386499
0.059120171282256884,0.017453507546063868,1.0,1.0,Standard_NMA,Baseline,25,,
0.06430330464439349,0.029489817200171506,1.0,1.0,E-NMA,Baseline,25,,
0.059120171282256884,0.017453507546063868,1.0,1.0,S-NMA,Baseline,25,False,0.3489807785107424
0.05848131980081849,0.055244859119463224,1.0,1.0,Standard_NMA,Baseline,26,,
0.12098085645913302,0.11787333193666176,1.0,1.0,E-NMA,Baseline,26,,
0.05848131980081849,0.055244859119463224,1.0,1.0,S-NMA,Baseline,26,False,0.3154517265149679
0.07309831746348706,-0.03602344988249054,1.0,0.7999999999999999,Standard_NMA,Baseline,27,,
0.06641744203889963,-0.02030116071101934,1.0,0.7999999999999999,E-NMA,Baseline,27,,
0.07309831746348706,-0.03602344988249054,1.0,0.7999999999999999,S-NMA,Baseline,27,False,0.2941358850986993
0.09884561707860257,-0.04130748889593681,0.75,0.7999999999999999,Standard_NMA,Baseline,28,,
0.10844366816368144,-0.05338246860395519,0.75,0.7999999999999999,E-NMA,Baseline,28,,
0.09884561707860257,-0.04130748889593681,0.75,0.7999999999999999,S-NMA,Baseline,28,False,0.2974791850994685
0.04408504386720651,-0.02391884750141037,1.0,1.0,Standard_NMA,Baseline,29,,
0.04874019626444278,-0.03246631953547129,1.0,1.0,E-NMA,Baseline,29,,
0.04408504386720651,-0.02391884750141037,1.0,1.0,S-NMA,Baseline,29,False,0.3055660135247504
0.08150963681269369,0.07097480273451756,1.0,1.0,Standard_NMA,Baseline,30,,
0.0836791362241667,0.06496419528535968,1.0,1.0,E-NMA,Baseline,30,,
0.08150963681269369,0.07097480273451756,1.0,1.0,S-NMA,Baseline,30,False,0.36750907860326165
0.049642187757485946,0.015179253309272098,1.0,1.0,Standard_NMA,Baseline,31,,
0.05142064187660407,0.024046216092365152,1.0,1.0,E-NMA,Baseline,31,,
0.049642187757485946,0.015179253309272098,1.0,1.0,S-NMA,Baseline,31,False,0.324307510601896
0.11717668377167725,-0.10108735496232259,0.75,0.7999999999999999,Standard_NMA,Baseline,32,,
0.11229036254163192,-0.0961712844450251,0.75,1.0,E-NMA,Baseline,32,,
0.11717668377167725,-0.10108735496232259,0.75,0.7999999999999999,S-NMA,Baseline,32,False,0.21839061722414727
0.08277238323045745,-0.020111807611799398,1.0,0.39999999999999997,Standard_NMA,Baseline,33,,
0.08580816585798576,-0.02051677502648523,1.0,0.39999999999999997,E-NMA,Baseline,33,,
0.08277238323045745,-0.020111807611799398,1.0,0.39999999999999997,S-NMA,Baseline,33,False,0.24355356942023723
0.10167266298635128,-0.06982092729202143,0.75,0.7999999999999999,Standard_NMA,Baseline,34,,
0.10167266298635128,-0.06982092729202143,0.75,0.7999999999999999,E-NMA,Baseline,34,,
0.10167266298635128,-0.06982092729202143,0.75,0.7999999999999999,S-NMA,Baseline,34,False,0.2102312281176212
0.0781109676133988,-0.03251555281394159,1.0,0.7999999999999999,Standard_NMA,Baseline,35,,
0.0781109676133988,-0.03251555281394159,1.0,0.7999999999999999,E-NMA,Baseline,35,,
0.0781109676133988,-0.03251555281394159,1.0,0.7999999999999999,S-NMA,Baseline,35,False,0.2469488599852034
0.05826441798019775,0.04061516072523121,1.0,1.0,Standard_NMA,Baseline,36,,
0.07669971992536437,0.06397420031657837,1.0,1.0,E-NMA,Baseline,36,,
0.05826441798019775,0.04061516072523121,1.0,1.0,S-NMA,Baseline,36,False,0.16288562087068817
0.11383417414061094,0.077837027658756,0.75,0.7999999999999999,Standard_NMA,Baseline,37,,
0.11659490961408416,0.07803882337759879,0.75,0.7999999999999999,E-NMA,Baseline,37,,
0.11383417414061094,0.077837027658756,0.75,0.7999999999999999,S-NMA,Baseline,37,False,0.33414800371784037
0.06135106403458066,0.03152359319638456,1.0,0.7999999999999999,Standard_NMA,Baseline,38,,
0.053324701074609376,0.025347698915315048,1.0,0.7999999999999999,E-NMA,Baseline,38,,
0.06135106403458066,0.03152359319638456,1.0,0.7999999999999999,S-NMA,Baseline,38,False,0.25246852667143205
0.05787979985831036,0.029025961274157693,1.0,1.0,Standard_NMA,Baseline,39,,
0.05807960222123947,0.029724887855059196,1.0,1.0,E-NMA,Baseline,39,,
0.05787979985831036,0.029025961274157693,1.0,1.0,S-NMA,Baseline,39,False,0.34981986310681074
0.07418544687458019,0.06509879304165185,1.0,1.0,Standard_NMA,Baseline,40,,
0.07714855410616415,0.06568102234914186,1.0,0.7999999999999999,E-NMA,Baseline,40,,
0.07418544687458019,0.06509879304165185,1.0,1.0,S-NMA,Baseline,40,False,0.3000117367098652
0.0392365226047558,-0.01665605654546993,1.0,1.0,Standard_NMA,Baseline,41,,
0.04519735753337958,-0.0249883317680938,1.0,1.0,E-NMA,Baseline,41,,
0.0392365226047558,-0.01665605654546993,1.0,1.0,S-NMA,Baseline,41,False,0.2967275254282283
0.05540352128962354,0.04287354298479483,1.0,1.0,Standard_NMA,Baseline,42,,
0.05134105297831248,0.033293085980514364,1.0,1.0,E-NMA,Baseline,42,,
0.05540352128962354,0.04287354298479483,1.0,1.0,S-NMA,Baseline,42,False,0.053052865985970706
0.08460227145182635,-0.08334973172064504,1.0,1.0,Standard_NMA,Baseline,43,,
0.09889668296201157,-0.09696697828427898,1.0,1.0,E-NMA,Baseline,43,,
0.08460227145182635,-0.08334973172064504,1.0,1.0,S-NMA,Baseline,43,False,0.1945471494719677
0.16353122762885375,0.13779647115521887,0.75,1.0,Standard_NMA,Baseline,44,,
0.14442182221544567,0.112315332482515,0.75,1.0,E-NMA,Baseline,44,,
0.16353122762885375,0.13779647115521887,0.75,1.0,S-NMA,Baseline,44,False,0.5194443161203566
0.05286717241176707,-0.02114507920945427,1.0,1.0,Standard_NMA,Baseline,45,,
0.055003079887559196,-0.020374988523960108,1.0,1.0,E-NMA,Baseline,45,,
0.05286717241176707,-0.02114507920945427,1.0,1.0,S-NMA,Baseline,45,False,0.1755001333448095
0.12851541764135752,0.12732392603527537,0.75,1.0,Standard_NMA,Baseline,46,,
0.12971168350327197,0.12785935535049509,0.75,1.0,E-NMA,Baseline,46,,
0.12851541764135752,0.12732392603527537,0.75,1.0,S-NMA,Baseline,46,False,0.32356217806307797
0.07156098170818183,0.06255050930656145,1.0,1.0,Standard_NMA,Baseline,47,,
0.08365807145872775,0.06806830582484641,1.0,1.0,E-NMA,Baseline,47,,
0.07156098170818183,0.06255050930656145,1.0,1.0,S-NMA,Baseline,47,False,0.3381191111788503
0.06481749619497187,0.04754107364607528,1.0,0.7999999999999999,Standard_NMA,Baseline,48,,
0.06481749619497187,0.04754107364607528,1.0,0.7999999999999999,E-NMA,Baseline,48,,
0.06481749619497187,0.04754107364607528,1.0,0.7999999999999999,S-NMA,Baseline,48,False,0.2825674110979713
0.06988472006875597,-0.03433013000003091,1.0,0.7999999999999999,Standard_NMA,Baseline,49,,
0.0700193466155856,-0.03560178917662841,1.0,0.7999999999999999,E-NMA,Baseline,49,,
0.06988472006875597,-0.03433013000003091,1.0,0.7999999999999999,S-NMA,Baseline,49,False,0.2898035623207974
0.06661333561248176,0.018930337667507756,1.0,0.7999999999999999,Standard_NMA,Baseline,50,,
0.06368378716080271,0.0194254667580745,1.0,0.7999999999999999,E-NMA,Baseline,50,,
0.06661333561248176,0.018930337667507756,1.0,0.7999999999999999,S-NMA,Baseline,50,False,0.2669208608662018
0.0712990251439445,-0.02034730547694101,1.0,0.7999999999999999,Standard_NMA,Baseline,51,,
0.07370071282336971,-0.022733746074022565,1.0,0.7999999999999999,E-NMA,Baseline,51,,
0.0712990251439445,-0.02034730547694101,1.0,0.7999999999999999,S-NMA,Baseline,51,False,0.22221929394601178
0.1138902635950887,-0.08813800366997253,1.0,0.7999999999999999,Standard_NMA,Baseline,52,,
0.12360507252569877,-0.10302464644612967,1.0,0.7999999999999999,E-NMA,Baseline,52,,
0.1138902635950887,-0.08813800366997253,1.0,0.7999999999999999,S-NMA,Baseline,52,False,0.03121615609984091
0.0730690109003924,0.019141919092486137,1.0,1.0,Standard_NMA,Baseline,53,,
0.060996548479941286,0.008180634177776563,1.0,1.0,E-NMA,Baseline,53,,
0.0730690109003924,0.019141919092486137,1.0,1.0,S-NMA,Baseline,53,False,0.31701862155883903
0.07869670527682336,-0.06160750371437408,1.0,1.0,Standard_NMA,Baseline,54,,
0.07869670527682336,-0.06160750371437408,1.0,1.0,E-NMA,Baseline,54,,
0.07869670527682336,-0.06160750371437408,1.0,1.0,S-NMA,Baseline,54,False,0.2824919207642942
0.06116985552210901,-0.037136254752915515,1.0,1.0,Standard_NMA,Baseline,55,,
0.05407659770997678,-0.0248695833389824,1.0,1.0,E-NMA,Baseline,55,,
0.06116985552210901,-0.037136254752915515,1.0,1.0,S-NMA,Baseline,55,False,0.23061378062032595
0.07539035678257512,-0.034321804523474365,1.0,0.7999999999999999,Standard_NMA,Baseline,56,,
0.07465846996299277,-0.03339629342915408,1.0,0.7999999999999999,E-NMA,Baseline,56,,
0.07539035678257512,-0.034321804523474365,1.0,0.7999999999999999,S-NMA,Baseline,56,False,0.2854930103308547
0.09032657851614899,0.0858771060324946,1.0,1.0,Standard_NMA,Baseline,57,,
0.10484954283423148,0.10029791342011228,1.0,1.0,E-NMA,Baseline,57,,
0.09032657851614899,0.0858771060324946,1.0,1.0,S-NMA,Baseline,57,False,0.25474240061084846
0.10351771568619289,0.08276127572341642,0.75,1.0,Standard_NMA,Baseline,58,,
0.10579296397489492,0.07917581021607895,1.0,1.0,E-NMA,Baseline,58,,
0.10351771568619289,0.08276127572341642,0.75,1.0,S-NMA,Baseline,58,False,0.4212721409315716
0.07164826877831783,0.0653544873195521,1.0,1.0,Standard_NMA,Baseline,59,,
0.0774016202103197,0.06982650676062392,1.0,1.0,E-NMA,Baseline,59,,
0.07164826877831783,0.0653544873195521,1.0,1.0,S-NMA,Baseline,59,False,0.2655071173506877
0.09193520162397271,0.07895786259810286,1.0,1.0,Standard_NMA,Baseline,60,,
0.08432690103055673,0.07252968810848452,1.0,1.0,E-NMA,Baseline,60,,
0.09193520162397271,0.07895786259810286,1.0,1.0,S-NMA,Baseline,60,False,0.367519168108728
0.09732741845359462,0.07859473719429945,0.75,0.7999999999999999,Standard_NMA,Baseline,61,,
0.09951457352768629,0.07773085404896005,0.75,0.7999999999999999,E-NMA,Baseline,61,,
0.09732741845359462,0.07859473719429945,0.75,0.7999999999999999,S-NMA,Baseline,61,False,0.34892793595046745
0.035180998936210926,0.013629181294224385,1.0,1.0,Standard_NMA,Baseline,62,,
0.045785707366933985,0.022008734130311153,1.0,0.7999999999999999,E-NMA,Baseline,62,,
0.035180998936210926,0.013629181294224385,1.0,1.0,S-NMA,Baseline,62,False,0.16270241111909797
0.07868692656646852,-0.037536628751808375,0.75,1.0,Standard_NMA,Baseline,63,,
0.08256485872656674,-0.03279756610050679,1.0,0.7999999999999999,E-NMA,Baseline,63,,
0.07868692656646852,-0.037536628751808375,0.75,1.0,S-NMA,Baseline,63,False,0.3290893447653702
0.08291390687863616,0.06881734015102232,0.75,1.0,Standard_NMA,Baseline,64,,
0.08920502232530456,0.0780534133881778,0.75,1.0,E-NMA,Baseline,64,,
0.08291390687863616,0.06881734015102232,0.75,1.0,S-NMA,Baseline,64,False,0.3113629135243738
0.07381353585600559,-0.06944822354205134,1.0,1.0,Standard_NMA,Baseline,65,,
0.06087736698008403,-0.05470470706510808,1.0,1.0,E-NMA,Baseline,65,,
0.07381353585600559,-0.06944822354205134,1.0,1.0,S-NMA,Baseline,65,False,0.2373905580841719
0.07686707805351203,0.0543620085464433,0.75,1.0,Standard_NMA,Baseline,66,,
0.08051950858105765,0.062482945690759795,1.0,1.0,E-NMA,Baseline,66,,
0.07686707805351203,0.0543620085464433,0.75,1.0,S-NMA,Baseline,66,False,0.2476517280893671
0.061074154397501614,-0.0005126825164732465,1.0,0.7999999999999999,Standard_NMA,Baseline,67,,
0.06634315926787387,-0.00311752560818479,1.0,0.7999999999999999,E-NMA,Baseline,67,,
0.061074154397501614,-0.0005126825164732465,1.0,0.7999999999999999,S-NMA,Baseline,67,False,0.2512778592436413
0.08489234438203996,0.0428494087294065,0.75,0.7999999999999999,Standard_NMA,Baseline,68,,
0.09416557017631981,0.05739317150364691,0.75,0.7999999999999999,E-NMA,Baseline,68,,
0.08489234438203996,0.0428494087294065,0.75,0.7999999999999999,S-NMA,Baseline,68,False,0.25260397354373065
0.07371039215852836,0.009520591356434849,1.0,1.0,Standard_NMA,Baseline,69,,
0.0795927560362657,0.00827106988583217,1.0,1.0,E-NMA,Baseline,69,,
0.07371039215852836,0.009520591356434849,1.0,1.0,S-NMA,Baseline,69,False,0.3727191988036625
0.031566666387894404,-0.013091333309484157,1.0,1.0,Standard_NMA,Baseline,70,,
0.030803902049483637,-0.011690421277935008,1.0,1.0,E-NMA,Baseline,70,,
0.031566666387894404,-0.013091333309484157,1.0,1.0,S-NMA,Baseline,70,False,0.2836355270160127
0.09792952424655874,0.010875453737111622,1.0,1.0,Standard_NMA,Baseline,71,,
0.10570940879076754,0.0004776649418310325,1.0,1.0,E-NMA,Baseline,71,,
0.09792952424655874,0.010875453737111622,1.0,1.0,S-NMA,Baseline,71,False,0.4112768784684566
0.048635410246822684,0.023941014157148895,1.0,1.0,Standard_NMA,Baseline,72,,
0.05279368643562354,0.022817714292980358,1.0,1.0,E-NMA,Baseline,72,,
0.048635410246822684,0.023941014157148895,1.0,1.0,S-NMA,Baseline,72,False,0.2070605195138025
0.08907120755043327,0.08287156097718466,1.0,1.0,Standard_NMA,Baseline,73,,
0.10012029588866202,0.09672229278532136,1.0,1.0,E-NMA,Baseline,73,,
0.08907120755043327,0.08287156097718466,1.0,1.0,S-NMA,Baseline,73,False,0.33497311699367094
0.05855371546500625,0.023151291516491097,1.0,0.7999999999999999,Standard_NMA,Baseline,74,,
0.0656576117513552,0.027287477973692284,1.0,0.6000000000000001,E-NMA,Baseline,74,,
0.05855371546500625,0.023151291516491097,1.0,0.7999999999999999,S-NMA,Baseline,74,False,0.2484728190402994
0.017392513709399645,0.007988520313476632,1.0,1.0,Standard_NMA,Baseline,75,,
0.016186596938963457,0.009823359296315184,1.0,1.0,E-NMA,Baseline,75,,
0.017392513709399645,0.007988520313476632,1.0,1.0,S-NMA,Baseline,75,False,0.28000271258610726
0.040932513038178846,0.0071355675116001605,1.0,1.0,Standard_NMA,Baseline,76,,
0.04543178642956533,0.005363653857956653,1.0,1.0,E-NMA,Baseline,76,,
0.040932513038178846,0.0071355675116001605,1.0,1.0,S-NMA,Baseline,76,False,0.2872773655211399
0.05096670367435485,-0.024592677891494538,1.0,0.7999999999999999,Standard_NMA,Baseline,77,,
0.053818511531651736,-0.024848398429067303,1.0,0.7999999999999999,E-NMA,Baseline,77,,
0.05096670367435485,-0.024592677891494538,1.0,0.7999999999999999,S-NMA,Baseline,77,False,0.2223733349292005
0.08321622443337329,-0.023006743751558922,1.0,0.39999999999999997,Standard_NMA,Baseline,78,,
0.0825114134227631,0.026883538318671213,1.0,0.39999999999999997,E-NMA,Baseline,78,,
0.08321622443337329,-0.023006743751558922,1.0,0.39999999999999997,S-NMA,Baseline,78,False,0.22395251588755247
0.11061158794441762,-0.10793152686033242,1.0,1.0,Standard_NMA,Baseline,79,,
0.0981447925273054,-0.0963728332193301,1.0,1.0,E-NMA,Baseline,79,,
0.11061158794441762,-0.10793152686033242,1.0,1.0,S-NMA,Baseline,79,False,0.2413694940563727
0.1368364178632945,-0.1310358163599964,0.5,1.0,Standard_NMA,Baseline,80,,
0.1350422363285909,-0.12569507245936312,0.5,1.0,E-NMA,Baseline,80,,
0.1368364178632945,-0.1310358163599964,0.5,1.0,S-NMA,Baseline,80,False,0.21922400079072873
0.05150531954467311,0.015979691718940654,1.0,1.0,Standard_NMA,Baseline,81,,
0.05186048600298577,0.0197150659497886,1.0,1.0,E-NMA,Baseline,81,,
0.05150531954467311,0.015979691718940654,1.0,1.0,S-NMA,Baseline,81,False,0.24864780839051018
0.08479714320935534,-0.0734571327604474,1.0,1.0,Standard_NMA,Baseline,82,,
0.08658301801358918,-0.07602374965419731,1.0,1.0,E-NMA,Baseline,82,,
0.08479714320935534,-0.0734571327604474,1.0,1.0,S-NMA,Baseline,82,False,0.2391017975577383
0.05028535288374351,-0.014907700291466791,1.0,1.0,Standard_NMA,Baseline,83,,
0.05601620358666505,-0.02205778524482435,1.0,1.0,E-NMA,Baseline,83,,
0.05028535288374351,-0.014907700291466791,1.0,1.0,S-NMA,Baseline,83,False,0.22275914069674227
0.11884155612582041,-0.08661728648458876,0.75,0.7999999999999999,Standard_NMA,Baseline,84,,
0.11316172047429343,-0.055991199425712034,0.75,0.39999999999999997,E-NMA,Baseline,84,,
0.11884155612582041,-0.08661728648458876,0.75,0.7999999999999999,S-NMA,Baseline,84,False,0.23889488074929188
0.06932561664857921,0.027476236503060643,1.0,1.0,Standard_NMA,Baseline,85,,
0.0721220550027116,0.026419189423285645,1.0,1.0,E-NMA,Baseline,85,,
0.06932561664857921,0.027476236503060643,1.0,1.0,S-NMA,Baseline,85,False,0.33175763800459224
0.06751220116863735,-0.05482939792588229,1.0,1.0,Standard_NMA,Baseline,86,,
0.047788433321800425,-0.028096296306249754,1.0,1.0,E-NMA,Baseline,86,,
0.06751220116863735,-0.05482939792588229,1.0,1.0,S-NMA,Baseline,86,False,0.2554995285084253
0.07086404046692593,0.0527034039777472,1.0,0.7999999999999999,Standard_NMA,Baseline,87,,
0.06619383518685429,0.05252812539562375,1.0,0.7999999999999999,E-NMA,Baseline,87,,
0.07086404046692593,0.0527034039777472,1.0,0.7999999999999999,S-NMA,Baseline,87,False,0.3086956174840641
0.04580924373056165,-0.044057405793219324,1.0,1.0,Standard_NMA,Baseline,88,,
0.04138863727353455,-0.03922376775533544,1.0,1.0,E-NMA,Baseline,88,,
0.04580924373056165,-0.044057405793219324,1.0,1.0,S-NMA,Baseline,88,False,0.26394228917057855
0.05469828702156555,0.03788275081262114,1.0,0.7999999999999999,Standard_NMA,Baseline,89,,
0.05188802225885985,0.03304507116413481,1.0,0.7999999999999999,E-NMA,Baseline,89,,
0.05469828702156555,0.03788275081262114,1.0,0.7999999999999999,S-NMA,Baseline,89,False,0.2564545123442342
0.12367667360601996,-0.09808383220206816,0.5,1.0,Standard_NMA,Baseline,90,,
0.11322839562302688,-0.08471032491561459,0.75,1.0,E-NMA,Baseline,90,,
0.12367667360601996,-0.09808383220206816,0.5,1.0,S-NMA,Baseline,90,False,0.16952071589746123
0.09385256585818483,0.09040090382553223,1.0,1.0,Standard_NMA,Baseline,91,,
0.08375910683500826,0.07987238204769209,1.0,1.0,E-NMA,Baseline,91,,
0.09385256585818483,0.09040090382553223,1.0,1.0,S-NMA,Baseline,91,False,0.32678708876169577
0.0725071155966938,0.05086228382984646,0.75,1.0,Standard_NMA,Baseline,92,,
0.0954312491472877,0.07304906635919135,1.0,0.7999999999999999,E-NMA,Baseline,92,,
0.0725071155966938,0.05086228382984646,0.75,1.0,S-NMA,Baseline,92,False,0.35261722531966483
0.06646253231094694,-0.03883381823559129,1.0,1.0,Standard_NMA,Baseline,93,,
0.06642693470925658,-0.04032227503988165,1.0,1.0,E-NMA,Baseline,93,,
0.06646253231094694,-0.03883381823559129,1.0,1.0,S-NMA,Baseline,93,False,0.3103228498699635
0.07865222091137768,-0.03562048615225899,1.0,0.7999999999999999,Standard_NMA,Baseline,94,,
0.08091689397627289,-0.03561058758009458,1.0,0.7999999999999999,E-NMA,Baseline,94,,
0.07865222091137768,-0.03562048615225899,1.0,0.7999999999999999,S-NMA,Baseline,94,False,0.20717255414465877
0.10070104091691466,0.10011408044650874,1.0,1.0,Standard_NMA,Baseline,95,,
0.10146840644379981,0.10085912798066346,1.0,1.0,E-NMA,Baseline,95,,
0.10070104091691466,0.10011408044650874,1.0,1.0,S-NMA,Baseline,95,False,0.3178042871083868
0.03624667007918608,-0.015610748474843346,1.0,1.0,Standard_NMA,Baseline,96,,
0.04579880849890153,-0.0181227685066496,1.0,1.0,E-NMA,Baseline,96,,
0.03624667007918608,-0.015610748474843346,1.0,1.0,S-NMA,Baseline,96,False,0.2966672762800541
0.08045470365908193,-0.05731095163235053,0.75,0.7999999999999999,Standard_NMA,Baseline,97,,
0.09858374936913902,-0.08169160572863655,0.75,0.7999999999999999,E-NMA,Baseline,97,,
0.08045470365908193,-0.05731095163235053,0.75,0.7999999999999999,S-NMA,Baseline,97,False,0.28076459011450494
0.06728200628293557,-0.05677562726601626,1.0,1.0,Standard_NMA,Baseline,98,,
0.07668442741605783,-0.06483359466867979,1.0,1.0,E-NMA,Baseline,98,,
0.06728200628293557,-0.05677562726601626,1.0,1.0,S-NMA,Baseline,98,False,0.22700064745876145
