rmse,bias,coverage,rank_corr,method,scenario,replication,inconsistency_detected,high_freq_ratio
0.0458539574721473,-0.019910207610231323,1.0,1.0,Standard_NMA,Baseline,99,,
0.05187877069404248,-0.009942240117666173,1.0,0.7999999999999999,E-NMA,Baseline,99,,
0.0458539574721473,-0.019910207610231323,1.0,1.0,S-NMA,Baseline,99,False,0.27862557109940445
0.2089596520970413,0.016615248221128254,1.0,0.6000000000000001,Standard_NMA,Sparse,0,,
0.19415786622147801,0.010471234253873085,1.0,0.6000000000000001,E-NMA,Sparse,0,,
0.2089596520970413,0.016615248221128254,1.0,0.6000000000000001,S-NMA,Sparse,0,False,0.13117415521869455
0.1887375592393744,-0.1487264007746993,1.0,0.6000000000000001,Standard_NMA,Sparse,1,,
0.17322188978290443,-0.13104318063294929,1.0,0.7999999999999999,E-NMA,Sparse,1,,
0.1887375592393744,-0.1487264007746993,1.0,0.6000000000000001,S-NMA,Sparse,1,False,0.20218960576069256
0.18209477278830927,0.026203999034260517,1.0,0.0,Standard_NMA,Sparse,2,,
0.18209477278830924,0.026203999034260808,1.0,0.0,E-NMA,Sparse,2,,
0.18209477278830927,0.026203999034260517,1.0,0.0,S-NMA,Sparse,2,False,0.137811652370754
0.13120736218070678,0.021752639242453076,1.0,0.7999999999999999,Standard_NMA,Sparse,3,,
0.13758059222845923,0.014781826255882834,1.0,0.7999999999999999,E-NMA,Sparse,3,,
0.13120736218070678,0.021752639242453076,1.0,0.7999999999999999,S-NMA,Sparse,3,False,0.33759296268676153
0.1102436487382356,-0.03763836869270356,1.0,1.0,Standard_NMA,Sparse,4,,
0.1102436487382356,-0.03763836869270356,1.0,1.0,E-NMA,Sparse,4,,
0.1102436487382356,-0.03763836869270356,1.0,1.0,S-NMA,Sparse,4,False,0.3204843701642346
0.16519067254544587,-0.11552287214228138,1.0,0.7999999999999999,Standard_NMA,Sparse,5,,
0.16519067254544587,-0.11552287214228138,1.0,0.7999999999999999,E-NMA,Sparse,5,,
0.16519067254544587,-0.11552287214228138,1.0,0.7999999999999999,S-NMA,Sparse,5,False,0.2600577611954613
0.10284546105099891,0.08329948011404224,1.0,0.7999999999999999,Standard_NMA,Sparse,6,,
0.12127496957904359,0.10037419629054588,1.0,0.7999999999999999,E-NMA,Sparse,6,,
0.10284546105099891,0.08329948011404224,1.0,0.7999999999999999,S-NMA,Sparse,6,False,0.10513739844530003
0.06250168270033281,-0.0070892017686593894,1.0,1.0,Standard_NMA,Sparse,7,,
0.06294928597624144,-0.0075615390731100934,1.0,1.0,E-NMA,Sparse,7,,
0.06250168270033281,-0.0070892017686593894,1.0,1.0,S-NMA,Sparse,7,False,0.011388613171953738
0.3511751666170286,-0.32654274763997937,0.25,0.6000000000000001,Standard_NMA,Sparse,8,,
0.35384463008604666,-0.3213515177358044,1.0,0.7999999999999999,E-NMA,Sparse,8,,
0.3511751666170286,-0.32654274763997937,0.25,0.6000000000000001,S-NMA,Sparse,8,False,0.1422208927175866
0.275550743633124,-0.1916265351467747,0.75,0.39999999999999997,Standard_NMA,Sparse,9,,
0.2477987766270429,-0.1728991789433606,1.0,0.39999999999999997,E-NMA,Sparse,9,,
0.275550743633124,-0.1916265351467747,0.75,0.39999999999999997,S-NMA,Sparse,9,False,0.299443259946007
0.11438284347271133,-0.08352355116826224,1.0,0.39999999999999997,Standard_NMA,Sparse,10,,
0.12511490376024717,-0.10171865984205833,1.0,0.39999999999999997,E-NMA,Sparse,10,,
0.11438284347271133,-0.08352355116826224,1.0,0.39999999999999997,S-NMA,Sparse,10,False,0.23160338820692544
0.1524814383060188,0.05615467335073275,1.0,0.19999999999999998,Standard_NMA,Sparse,11,,
0.15647156531055753,0.04680624603038086,1.0,0.19999999999999998,E-NMA,Sparse,11,,
0.1524814383060188,0.05615467335073275,1.0,0.19999999999999998,S-NMA,Sparse,11,False,0.2573249262772482
0.2802679826746019,0.26111006329016895,1.0,1.0,Standard_NMA,Sparse,12,,
0.30124996944306237,0.2879322523845096,1.0,1.0,E-NMA,Sparse,12,,
0.2802679826746019,0.26111006329016895,1.0,1.0,S-NMA,Sparse,12,False,0.5966443595632682
0.19158102199832938,0.08288559929294531,1.0,0.7999999999999999,Standard_NMA,Sparse,13,,
0.184772409136381,0.0595572730876927,1.0,0.7999999999999999,E-NMA,Sparse,13,,
0.19158102199832938,0.08288559929294531,1.0,0.7999999999999999,S-NMA,Sparse,13,False,0.06809192022322852
0.21599251906926137,0.18072075139436827,1.0,1.0,Standard_NMA,Sparse,14,,
0.2214529364054318,0.19432440917958174,1.0,1.0,E-NMA,Sparse,14,,
0.21599251906926137,0.18072075139436827,1.0,1.0,S-NMA,Sparse,14,False,0.5361113811727515
0.09877008592822581,-0.03655375622520319,1.0,0.7999999999999999,Standard_NMA,Sparse,15,,
0.10373708423321151,-0.044938995953169525,1.0,0.7999999999999999,E-NMA,Sparse,15,,
0.09877008592822581,-0.03655375622520319,1.0,0.7999999999999999,S-NMA,Sparse,15,False,0.27528322072776845
0.23045837958208534,0.15584452893631617,1.0,-0.39999999999999997,Standard_NMA,Sparse,16,,
0.24768532899812654,0.17888711276948582,1.0,-0.39999999999999997,E-NMA,Sparse,16,,
0.23045837958208534,0.15584452893631617,1.0,-0.39999999999999997,S-NMA,Sparse,16,False,0.12275460579634329
0.10794703837718606,-0.10352141697051671,1.0,1.0,Standard_NMA,Sparse,17,,
0.13488140862404666,-0.12514058237844522,1.0,0.7999999999999999,E-NMA,Sparse,17,,
0.10794703837718606,-0.10352141697051671,1.0,1.0,S-NMA,Sparse,17,False,0.19689281500668263
0.14147672472575668,-0.07979442338190973,1.0,0.7999999999999999,Standard_NMA,Sparse,18,,
0.18901204065514954,-0.05635091394192329,1.0,0.7999999999999999,E-NMA,Sparse,18,,
0.14147672472575668,-0.07979442338190973,1.0,0.7999999999999999,S-NMA,Sparse,18,False,0.21940530324447055
0.2319239569955196,-0.15731789452950268,1.0,0.7999999999999999,Standard_NMA,Sparse,19,,
0.22066680664386418,-0.14786661921044264,1.0,0.7999999999999999,E-NMA,Sparse,19,,
0.2319239569955196,-0.15731789452950268,1.0,0.7999999999999999,S-NMA,Sparse,19,False,0.14063114342330774
0.02563039483583786,-0.011238687038936518,1.0,1.0,Standard_NMA,Sparse,20,,
0.09749057943575276,0.0684338086009857,1.0,1.0,E-NMA,Sparse,20,,
0.02563039483583786,-0.011238687038936518,1.0,1.0,S-NMA,Sparse,20,False,0.14952806701539875
0.11188434415336518,-0.004801322302909514,1.0,0.39999999999999997,Standard_NMA,Sparse,21,,
0.12738796933731084,-0.05218641639129744,1.0,0.39999999999999997,E-NMA,Sparse,21,,
0.11188434415336518,-0.004801322302909514,1.0,0.39999999999999997,S-NMA,Sparse,21,False,0.05301210446719376
0.176497658949956,0.11595907946478812,1.0,0.7999999999999999,Standard_NMA,Sparse,22,,
0.15294451765025532,0.11761827417045291,1.0,0.7999999999999999,E-NMA,Sparse,22,,
0.176497658949956,0.11595907946478812,1.0,0.7999999999999999,S-NMA,Sparse,22,False,0.4290057142475731
0.09327598888098605,0.07232637150064176,1.0,0.7999999999999999,Standard_NMA,Sparse,23,,
0.12203163369269822,0.10864205318558448,1.0,0.7999999999999999,E-NMA,Sparse,23,,
0.09327598888098605,0.07232637150064176,1.0,0.7999999999999999,S-NMA,Sparse,23,False,0.25069074033189304
0.22125419768401067,-0.20179413419781872,1.0,0.7999999999999999,Standard_NMA,Sparse,24,,
0.23140568418035287,-0.21954696637743318,1.0,0.7999999999999999,E-NMA,Sparse,24,,
0.22125419768401067,-0.20179413419781872,1.0,0.7999999999999999,S-NMA,Sparse,24,False,0.254994211893095
0.19127849712132508,-0.11049007387487991,0.75,0.39999999999999997,Standard_NMA,Sparse,25,,
0.18140343426008693,-0.10279836019795804,1.0,0.39999999999999997,E-NMA,Sparse,25,,
0.19127849712132508,-0.11049007387487991,0.75,0.39999999999999997,S-NMA,Sparse,25,False,0.2539609933338331
0.14624107240784529,-0.13060897381750247,1.0,0.7999999999999999,Standard_NMA,Sparse,26,,
0.13574821410312599,-0.12260839959554541,1.0,1.0,E-NMA,Sparse,26,,
0.14624107240784529,-0.13060897381750247,1.0,0.7999999999999999,S-NMA,Sparse,26,False,0.0649141145364181
0.21909018256154217,-0.11404538749870641,1.0,0.39999999999999997,Standard_NMA,Sparse,27,,
0.2195785920286814,-0.12421011825487772,1.0,0.39999999999999997,E-NMA,Sparse,27,,
0.21909018256154217,-0.11404538749870641,1.0,0.39999999999999997,S-NMA,Sparse,27,False,0.28042075329242866
0.1405587056388866,-0.04683093030486501,1.0,0.39999999999999997,Standard_NMA,Sparse,28,,
0.13375697542414725,-0.03274213657211476,1.0,0.39999999999999997,E-NMA,Sparse,28,,
0.1405587056388866,-0.04683093030486501,1.0,0.39999999999999997,S-NMA,Sparse,28,False,0.27093696860117295
0.42418595800243575,-0.40765232498342996,0.25,0.7999999999999999,Standard_NMA,Sparse,29,,
0.6256904418387996,-0.62089609860647,0.25,1.0,E-NMA,Sparse,29,,
0.42418595800243575,-0.40765232498342996,0.25,0.7999999999999999,S-NMA,Sparse,29,False,0.2403307808507881
0.09983798153656102,-0.05317096427814963,1.0,0.39999999999999997,Standard_NMA,Sparse,30,,
0.09983798153656102,-0.05317096427814963,1.0,0.39999999999999997,E-NMA,Sparse,30,,
0.09983798153656102,-0.05317096427814963,1.0,0.39999999999999997,S-NMA,Sparse,30,False,0.18127841252585292
0.16586349365821235,0.12822022403481487,1.0,0.39999999999999997,Standard_NMA,Sparse,31,,
0.20687706670716108,0.17414149718572583,1.0,0.19999999999999998,E-NMA,Sparse,31,,
0.16586349365821235,0.12822022403481487,1.0,0.39999999999999997,S-NMA,Sparse,31,False,0.31826379632866053
0.2528090699975906,-0.1653611157449239,0.75,0.0,Standard_NMA,Sparse,32,,
0.25697962145595477,-0.17671793415560832,1.0,0.0,E-NMA,Sparse,32,,
0.2528090699975906,-0.1653611157449239,0.75,0.0,S-NMA,Sparse,32,False,0.22758872931790813
0.06305047016853375,-0.023242311068870564,1.0,0.7999999999999999,Standard_NMA,Sparse,33,,
0.07083479920958238,-0.02559302830730066,1.0,0.7999999999999999,E-NMA,Sparse,33,,
0.06305047016853375,-0.023242311068870564,1.0,0.7999999999999999,S-NMA,Sparse,33,False,0.27009831468234596
0.26002546505023444,-0.24255507386330685,1.0,0.7999999999999999,Standard_NMA,Sparse,34,,
0.20618416034263295,-0.18433298639159434,1.0,0.7999999999999999,E-NMA,Sparse,34,,
0.26002546505023444,-0.24255507386330685,1.0,0.7999999999999999,S-NMA,Sparse,34,False,0.027980507125741242
0.13452730030589274,-0.00038434355297602835,1.0,0.7999999999999999,Standard_NMA,Sparse,35,,
0.13415878583576968,0.023070780810051858,1.0,0.7999999999999999,E-NMA,Sparse,35,,
0.13452730030589274,-0.00038434355297602835,1.0,0.7999999999999999,S-NMA,Sparse,35,False,0.1007502930465153
0.10808799998672447,-0.06740402406607163,1.0,0.7999999999999999,Standard_NMA,Sparse,36,,
0.1112086518266457,-0.07677232694373215,1.0,1.0,E-NMA,Sparse,36,,
0.10808799998672447,-0.06740402406607163,1.0,0.7999999999999999,S-NMA,Sparse,36,False,0.18793074356901646
0.4658968890154205,-0.44495187916308576,0.25,0.7999999999999999,Standard_NMA,Sparse,37,,
0.4950835399501547,-0.47701598933923134,0.25,0.7999999999999999,E-NMA,Sparse,37,,
0.4658968890154205,-0.44495187916308576,0.25,0.7999999999999999,S-NMA,Sparse,37,False,0.1836929620660922
0.13218537115654763,-0.07833971884810104,1.0,0.7999999999999999,Standard_NMA,Sparse,38,,
0.20585797597525912,-0.1735569179699389,1.0,0.7999999999999999,E-NMA,Sparse,38,,
0.13218537115654763,-0.07833971884810104,1.0,0.7999999999999999,S-NMA,Sparse,38,False,0.03026222501813346
0.18077435509326478,-0.1130858659586626,1.0,-0.39999999999999997,Standard_NMA,Sparse,39,,
0.1573919420338086,-0.08666446532808979,1.0,-0.39999999999999997,E-NMA,Sparse,39,,
0.18077435509326478,-0.1130858659586626,1.0,-0.39999999999999997,S-NMA,Sparse,39,False,0.14302093217455925
0.30019614982326376,0.26616010555726666,1.0,0.7999999999999999,Standard_NMA,Sparse,40,,
0.28711374359151176,0.2539645791094677,1.0,0.7999999999999999,E-NMA,Sparse,40,,
0.30019614982326376,0.26616010555726666,1.0,0.7999999999999999,S-NMA,Sparse,40,False,0.3703662245197503
0.10589724122553418,0.08298201882115759,1.0,0.6000000000000001,Standard_NMA,Sparse,41,,
0.1268608026963456,0.113869135424241,1.0,0.7999999999999999,E-NMA,Sparse,41,,
0.10589724122553418,0.08298201882115759,1.0,0.6000000000000001,S-NMA,Sparse,41,False,0.27198788315026934
0.2072647209296404,0.14068919239595717,1.0,0.7999999999999999,Standard_NMA,Sparse,42,,
0.20503194745220843,0.14912954197545625,1.0,0.7999999999999999,E-NMA,Sparse,42,,
0.2072647209296404,0.14068919239595717,1.0,0.7999999999999999,S-NMA,Sparse,42,False,0.13888410291140812
0.27155411320278044,-0.2510002244584618,1.0,0.39999999999999997,Standard_NMA,Sparse,43,,
0.24930681079849784,-0.22911277321270243,1.0,0.39999999999999997,E-NMA,Sparse,43,,
0.27155411320278044,-0.2510002244584618,1.0,0.39999999999999997,S-NMA,Sparse,43,False,0.20060537529346587
0.27499781240373866,-0.20887097967802584,0.75,0.7999999999999999,Standard_NMA,Sparse,44,,
0.2741368631520116,-0.21030592196265296,1.0,0.7999999999999999,E-NMA,Sparse,44,,
0.27499781240373866,-0.20887097967802584,0.75,0.7999999999999999,S-NMA,Sparse,44,False,0.26185099108108495
0.12147966533474212,-0.06732160309035323,1.0,0.7999999999999999,Standard_NMA,Sparse,45,,
0.22277381650342792,-0.10481449985633234,1.0,0.7999999999999999,E-NMA,Sparse,45,,
0.12147966533474212,-0.06732160309035323,1.0,0.7999999999999999,S-NMA,Sparse,45,False,0.17285854498516515
0.3069302003388611,-0.22578732039386615,0.75,0.7999999999999999,Standard_NMA,Sparse,46,,
0.33653606201697667,-0.25956408806793696,0.75,0.7999999999999999,E-NMA,Sparse,46,,
0.3069302003388611,-0.22578732039386615,0.75,0.7999999999999999,S-NMA,Sparse,46,False,0.3125881870076949
0.1913709114965331,-0.09120348606230222,1.0,0.0,Standard_NMA,Sparse,47,,
0.19850212598291492,-0.09411260110516874,1.0,0.0,E-NMA,Sparse,47,,
0.1913709114965331,-0.09120348606230222,1.0,0.0,S-NMA,Sparse,47,False,0.23482190520435825
0.24492612459183571,-0.23586847073772113,1.0,0.7999999999999999,Standard_NMA,Sparse,48,,
0.22791056509453492,-0.22031640004559366,1.0,0.7999999999999999,E-NMA,Sparse,48,,
0.24492612459183571,-0.23586847073772113,1.0,0.7999999999999999,S-NMA,Sparse,48,False,0.19593685170472291
0.11169199666490574,0.019066006923821488,1.0,0.7999999999999999,Standard_NMA,Sparse,49,,
0.08689624271653781,-0.00020323259476535266,1.0,0.7999999999999999,E-NMA,Sparse,49,,
0.11169199666490574,0.019066006923821488,1.0,0.7999999999999999,S-NMA,Sparse,49,False,0.290834371928214
0.1970561184672376,-0.14433530684356577,1.0,0.39999999999999997,Standard_NMA,Sparse,50,,
0.21473652931646206,-0.17081956142388569,1.0,0.19999999999999998,E-NMA,Sparse,50,,
0.1970561184672376,-0.14433530684356577,1.0,0.39999999999999997,S-NMA,Sparse,50,False,0.22219097419126418
0.269748713361255,-0.048391251390138376,1.0,0.39999999999999997,Standard_NMA,Sparse,51,,
0.27821822968677606,-0.05466576401634633,1.0,0.39999999999999997,E-NMA,Sparse,51,,
0.269748713361255,-0.048391251390138376,1.0,0.39999999999999997,S-NMA,Sparse,51,False,0.20802818333468454
0.36794509163251543,0.3564589756487556,0.75,0.7999999999999999,Standard_NMA,Sparse,52,,
0.4087531494760556,0.39778208393627446,0.5,0.7999999999999999,E-NMA,Sparse,52,,
0.36794509163251543,0.3564589756487556,0.75,0.7999999999999999,S-NMA,Sparse,52,False,0.647257266204133
0.26962546737448767,0.007346669683272036,1.0,0.39999999999999997,Standard_NMA,Sparse,53,,
0.2632645967564768,-0.007734997154720341,1.0,0.39999999999999997,E-NMA,Sparse,53,,
0.26962546737448767,0.007346669683272036,1.0,0.39999999999999997,S-NMA,Sparse,53,False,0.4099921672423711
0.15917383252793962,-0.08970601216688384,1.0,-0.39999999999999997,Standard_NMA,Sparse,54,,
0.17688482798779429,-0.12702048851820336,1.0,-0.19999999999999998,E-NMA,Sparse,54,,
0.15917383252793962,-0.08970601216688384,1.0,-0.39999999999999997,S-NMA,Sparse,54,False,0.20145359669151477
0.17609933402757824,-0.1571017218737928,1.0,1.0,Standard_NMA,Sparse,55,,
0.1821599395056293,-0.16299514118024294,1.0,1.0,E-NMA,Sparse,55,,
0.17609933402757824,-0.1571017218737928,1.0,1.0,S-NMA,Sparse,55,False,0.2309346908374058
0.1348083316371978,-0.05024524619264292,1.0,0.39999999999999997,Standard_NMA,Sparse,56,,
0.1606177080211311,-0.07602297022902928,1.0,0.39999999999999997,E-NMA,Sparse,56,,
0.1348083316371978,-0.05024524619264292,1.0,0.39999999999999997,S-NMA,Sparse,56,False,0.08995455028049452
0.19601523655550535,-0.03844521797071854,1.0,0.39999999999999997,Standard_NMA,Sparse,57,,
0.20846961058966124,-0.02252762921442389,1.0,0.39999999999999997,E-NMA,Sparse,57,,
0.19601523655550535,-0.03844521797071854,1.0,0.39999999999999997,S-NMA,Sparse,57,False,0.22448216822813277
0.2202301958435324,-0.020128295899820445,1.0,0.7999999999999999,Standard_NMA,Sparse,58,,
0.2138670277038641,-0.006394197935692264,1.0,1.0,E-NMA,Sparse,58,,
0.2202301958435324,-0.020128295899820445,1.0,0.7999999999999999,S-NMA,Sparse,58,False,0.12540796672662477
0.1843182341408438,-0.07507501317736295,1.0,1.0,Standard_NMA,Sparse,59,,
0.16510902622824317,-0.040173970724978324,1.0,1.0,E-NMA,Sparse,59,,
0.1843182341408438,-0.07507501317736295,1.0,1.0,S-NMA,Sparse,59,False,0.33765672111961725
0.1484416144362884,0.11439429227056135,1.0,0.7999999999999999,Standard_NMA,Sparse,60,,
0.16831171169952455,0.1261666009228734,1.0,0.7999999999999999,E-NMA,Sparse,60,,
0.1484416144362884,0.11439429227056135,1.0,0.7999999999999999,S-NMA,Sparse,60,False,0.023676205501870835
0.17141761882774806,-0.1599411173218534,1.0,0.7999999999999999,Standard_NMA,Sparse,61,,
0.173570788002536,-0.16058319308428531,1.0,0.7999999999999999,E-NMA,Sparse,61,,
0.17141761882774806,-0.1599411173218534,1.0,0.7999999999999999,S-NMA,Sparse,61,False,0.17097240235822242
0.0967383766002459,-0.052866256684007476,1.0,0.7999999999999999,Standard_NMA,Sparse,62,,
0.09946803927297578,-0.04341142852090504,1.0,0.39999999999999997,E-NMA,Sparse,62,,
0.0967383766002459,-0.052866256684007476,1.0,0.7999999999999999,S-NMA,Sparse,62,False,0.18820713259801067
0.17156070978471397,-0.06958692651193517,1.0,0.0,Standard_NMA,Sparse,63,,
0.1677130270217263,-0.059897275494048025,1.0,0.0,E-NMA,Sparse,63,,
0.17156070978471397,-0.06958692651193517,1.0,0.0,S-NMA,Sparse,63,False,0.2526357899046005
0.22448562663400076,-0.19916141697880574,1.0,1.0,Standard_NMA,Sparse,64,,
0.23841184066718515,-0.2191442057694709,1.0,1.0,E-NMA,Sparse,64,,
0.22448562663400076,-0.19916141697880574,1.0,1.0,S-NMA,Sparse,64,False,0.22291741777395507
0.17426082691222358,0.06172312721988109,1.0,0.7999999999999999,Standard_NMA,Sparse,65,,
0.17288105675657495,0.062379434341431436,1.0,0.7999999999999999,E-NMA,Sparse,65,,
0.17426082691222358,0.06172312721988109,1.0,0.7999999999999999,S-NMA,Sparse,65,False,0.2694084788212375
0.19513964458982463,0.18010403745692044,1.0,1.0,Standard_NMA,Sparse,66,,
0.17955899640692283,0.1479861633228268,1.0,0.6000000000000001,E-NMA,Sparse,66,,
0.19513964458982463,0.18010403745692044,1.0,1.0,S-NMA,Sparse,66,False,0.28628264109827894
0.241779047687473,-0.23313678987887687,1.0,0.7999999999999999,Standard_NMA,Sparse,67,,
0.267670714013937,-0.2594283796092729,1.0,0.7999999999999999,E-NMA,Sparse,67,,
0.241779047687473,-0.23313678987887687,1.0,0.7999999999999999,S-NMA,Sparse,67,False,0.12688452215050966
0.23522823672539,-0.17299683106022296,1.0,1.0,Standard_NMA,Sparse,68,,
0.240456393528436,-0.1700780956426639,1.0,1.0,E-NMA,Sparse,68,,
0.23522823672539,-0.17299683106022296,1.0,1.0,S-NMA,Sparse,68,False,0.17399767572794808
0.219504353603337,-0.19682319155707678,1.0,0.7999999999999999,Standard_NMA,Sparse,69,,
0.2154551581429051,-0.19363907796680752,1.0,0.7999999999999999,E-NMA,Sparse,69,,
0.219504353603337,-0.19682319155707678,1.0,0.7999999999999999,S-NMA,Sparse,69,False,0.026457409611296452
0.2834666576983682,-0.2167964752953682,0.75,-0.39999999999999997,Standard_NMA,Sparse,70,,
0.27435295142915633,-0.2180330622153554,1.0,-0.39999999999999997,E-NMA,Sparse,70,,
0.2834666576983682,-0.2167964752953682,0.75,-0.39999999999999997,S-NMA,Sparse,70,False,0.21699041110236056
0.09070588539480366,-0.00654997129873898,1.0,0.7999999999999999,Standard_NMA,Sparse,71,,
0.09565944811748109,0.022408505496548242,1.0,0.7999999999999999,E-NMA,Sparse,71,,
0.09070588539480366,-0.00654997129873898,1.0,0.7999999999999999,S-NMA,Sparse,71,False,0.19851466926457992
0.2220629622609466,0.1749794778548145,1.0,0.39999999999999997,Standard_NMA,Sparse,72,,
0.2534078310685923,0.2135726153124687,1.0,0.39999999999999997,E-NMA,Sparse,72,,
0.2220629622609466,0.1749794778548145,1.0,0.39999999999999997,S-NMA,Sparse,72,False,0.050289503462588016
0.1647767027071616,0.06831643625717772,1.0,0.39999999999999997,Standard_NMA,Sparse,73,,
0.16333934176491222,0.0677132801139203,1.0,0.39999999999999997,E-NMA,Sparse,73,,
0.1647767027071616,0.06831643625717772,1.0,0.39999999999999997,S-NMA,Sparse,73,False,0.2925016192827241
0.15320325297275372,-0.021295459717257645,1.0,0.39999999999999997,Standard_NMA,Sparse,74,,
0.1312078864851364,-0.02210165843718348,1.0,0.39999999999999997,E-NMA,Sparse,74,,
0.15320325297275372,-0.021295459717257645,1.0,0.39999999999999997,S-NMA,Sparse,74,False,0.3195100024628695
0.3365996992286729,0.33467352596807487,1.0,1.0,Standard_NMA,Sparse,75,,
0.309694284410487,0.3073415948154673,1.0,1.0,E-NMA,Sparse,75,,
0.3365996992286729,0.33467352596807487,1.0,1.0,S-NMA,Sparse,75,False,0.34110895445547035
0.18606285684542803,0.15570178907784404,1.0,0.7999999999999999,Standard_NMA,Sparse,76,,
0.175421969789144,0.15555489513880913,1.0,0.7999999999999999,E-NMA,Sparse,76,,
0.18606285684542803,0.15570178907784404,1.0,0.7999999999999999,S-NMA,Sparse,76,False,0.06485409609481851
0.2505004708426958,-0.1574492708263993,1.0,0.7999999999999999,Standard_NMA,Sparse,77,,
0.20424828202482787,-0.12888274145271505,1.0,0.7999999999999999,E-NMA,Sparse,77,,
0.2505004708426958,-0.1574492708263993,1.0,0.7999999999999999,S-NMA,Sparse,77,False,0.06205844939071328
0.22245673849275818,0.001270152627727325,1.0,0.7999999999999999,Standard_NMA,Sparse,78,,
0.2282980115750697,0.023175866790461977,1.0,0.6000000000000001,E-NMA,Sparse,78,,
0.22245673849275818,0.001270152627727325,1.0,0.7999999999999999,S-NMA,Sparse,78,False,0.36880142460256504
0.31010240347798307,-0.27502453607522065,0.75,0.19999999999999998,Standard_NMA,Sparse,79,,
0.31438315976246745,-0.2868543348439594,0.75,0.19999999999999998,E-NMA,Sparse,79,,
0.31010240347798307,-0.27502453607522065,0.75,0.19999999999999998,S-NMA,Sparse,79,False,0.23047718403214604
0.10303975296671743,0.001207667508548227,1.0,0.19999999999999998,Standard_NMA,Sparse,80,,
0.112364390375246,0.0017350537111469055,1.0,0.19999999999999998,E-NMA,Sparse,80,,
0.10303975296671743,0.001207667508548227,1.0,0.19999999999999998,S-NMA,Sparse,80,False,0.16713146514791608
0.04793888747452933,0.027186489503015165,1.0,1.0,Standard_NMA,Sparse,81,,
0.07975115296642989,0.06776610015716378,1.0,1.0,E-NMA,Sparse,81,,
0.04793888747452933,0.027186489503015165,1.0,1.0,S-NMA,Sparse,81,False,0.0937311909847325
0.16176987597402495,-0.06159931395460734,1.0,-0.19999999999999998,Standard_NMA,Sparse,82,,
0.1694686874809891,-0.06792588445491515,1.0,-0.19999999999999998,E-NMA,Sparse,82,,
0.16176987597402495,-0.06159931395460734,1.0,-0.19999999999999998,S-NMA,Sparse,82,False,0.1995042059549015
0.1388898802516156,-0.07623443971494437,1.0,1.0,Standard_NMA,Sparse,83,,
0.1637014297572247,-0.0803487796167004,1.0,1.0,E-NMA,Sparse,83,,
0.1388898802516156,-0.07623443971494437,1.0,1.0,S-NMA,Sparse,83,False,0.08750171149547165
0.0909961363118568,0.01682554138581649,1.0,0.39999999999999997,Standard_NMA,Sparse,84,,
0.11625928962104468,0.02141286842609294,1.0,0.39999999999999997,E-NMA,Sparse,84,,
0.0909961363118568,0.01682554138581649,1.0,0.39999999999999997,S-NMA,Sparse,84,False,0.20325964843867733
0.08709438690237366,0.03962317988809408,1.0,0.7999999999999999,Standard_NMA,Sparse,85,,
0.10720168409006138,0.056444236047991536,1.0,0.39999999999999997,E-NMA,Sparse,85,,
0.08709438690237366,0.03962317988809408,1.0,0.7999999999999999,S-NMA,Sparse,85,False,0.24830488818531576
0.15135066239298697,-0.10277401814937907,1.0,0.7999999999999999,Standard_NMA,Sparse,86,,
0.17717644191433005,-0.1394808058158047,1.0,0.6000000000000001,E-NMA,Sparse,86,,
0.15135066239298697,-0.10277401814937907,1.0,0.7999999999999999,S-NMA,Sparse,86,False,0.2638272987509518
0.3042247904464537,0.25224435033239634,0.5,0.39999999999999997,Standard_NMA,Sparse,87,,
0.3128168067287834,0.2648206947897989,0.75,0.39999999999999997,E-NMA,Sparse,87,,
0.3042247904464537,0.25224435033239634,0.5,0.39999999999999997,S-NMA,Sparse,87,False,0.6268983352207033
0.18246426324604104,-0.12300630930944816,1.0,0.7999999999999999,Standard_NMA,Sparse,88,,
0.20171923709600872,-0.1472917393607569,1.0,0.7999999999999999,E-NMA,Sparse,88,,
0.18246426324604104,-0.12300630930944816,1.0,0.7999999999999999,S-NMA,Sparse,88,False,0.28035281452517063
0.16470074558340392,0.10132145815396099,1.0,0.39999999999999997,Standard_NMA,Sparse,89,,
0.15944002716336614,0.096446595776634,1.0,0.39999999999999997,E-NMA,Sparse,89,,
0.16470074558340392,0.10132145815396099,1.0,0.39999999999999997,S-NMA,Sparse,89,False,0.1528814701029755
0.23888511089429798,0.14148120341081402,1.0,0.39999999999999997,Standard_NMA,Sparse,90,,
0.22210945188255277,0.14814674319653484,1.0,0.19999999999999998,E-NMA,Sparse,90,,
0.23888511089429798,0.14148120341081402,1.0,0.39999999999999997,S-NMA,Sparse,90,False,0.20815008311117672
0.24030338658023406,-0.19549920237491517,1.0,0.39999999999999997,Standard_NMA,Sparse,91,,
0.24176433036198694,-0.2027950283151294,1.0,0.39999999999999997,E-NMA,Sparse,91,,
0.24030338658023406,-0.19549920237491517,1.0,0.39999999999999997,S-NMA,Sparse,91,False,0.1254395892512063
0.48327588674606814,-0.4690921488044012,0.5,1.0,Standard_NMA,Sparse,92,,
0.4499064674992684,-0.43538452890376694,0.75,1.0,E-NMA,Sparse,92,,
0.48327588674606814,-0.4690921488044012,0.5,1.0,S-NMA,Sparse,92,False,2.778347973464933e-05
0.1599164833811882,0.0754657842430011,1.0,0.39999999999999997,Standard_NMA,Sparse,93,,
